0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-1.9526444985189921,7.67880455909843,5.125915125645738,0.4258656950023665,-5.796936137264197,-7.351234245093825,-8.93196394537518,8.649319563040894,0.7351366662799257,2.7643333708079174,-10.171909440429957,10.436575894259203,5.1295067405315935,-8.585373384545045,-6.814659514266986,-5.780169003020403,-2.714893391070416,0.031967270559358274,-1.7725262342736876,-3.0215164617834143
-6.5706265096052485,-0.47759949444801514,-8.708516337151435,9.5879083881278,-6.0332592326203835,2.684508556187235,-3.8414495508688438,1.9389117425905598,0.2758228689251475,-6.897414585438466,9.869833130846981,4.9254277415117205,8.9425047141814,6.3450095875848485,4.172329518778299,7.089775470152931,-8.551902662951818,-6.11282378745919,-7.182766087432444,-4.818239165667453
3.404567717434036,-7.93408751742695,-4.801447296317621,-5.411903340263638,0.30754515838301844,7.243843207680159,-6.559701602180076,0.030737061874997473,1.0944292635498885,-8.688338194122554,3.2758295833320075,-8.33228950013521,-8.289529609652158,8.70103897334752,9.426035053457877,6.626940964003512,-4.095927055305408,-8.150144573278101,3.4707853626884986,-0.22663392341969169
2.6558178545750866,-6.989539249221802,-5.42805875038792,-3.0513428773393203,0.02006884467989367,5.741215800984196,-5.346992887243667,2.0512005685998664,2.8868974464496664,-8.977833407900302,1.6399078678330392,-9.143067122310068,-8.867353062767263,8.651698249249817,9.703006855886564,6.0140417353545335,-4.228109675969381,-9.825956650379542,2.744692701093071,-0.7202990844074155
-7.321063996964795,-0.9372336876732213,-9.09159877338847,7.834320294121762,-4.49964212846612,3.831013374115255,-2.556547830987842,0.37707392788619043,2.573166114465426,-5.394888226953268,8.684253010478985,7.712512132970755,9.11697334455388,7.06142250458074,3.610912627452124,10.515262285660778,-8.26317522268117,-6.583993011992692,-9.267829179242902,-2.778661657217013
1.6552758610555358,-8.384002751368136,-4.355044758280319,-0.6048567959626139,-2.7102825628653067,4.652209316220929,-4.509092673653179,2.1423911118099648,1.7448601529505658,-10.310044448126687,4.246740539837925,-4.995075134504973,-8.020021152532177,8.165308396129246,9.263611320653151,6.00758688128439,-3.576873311917009,-6.595556281740985,4.56407757138054,-2.2743262021927313
2.268817351029041,-7.134449246345777,-4.5894022084029675,-1.4000484001549012,-2.0480809448622974,4.982549119390376,-3.22656073260925,-0.7533025867169973,0.49453670253109117,-8.336515000598828,0.07377718425489244,-6.824791436226609,-6.553143215217921,7.432774822913266,7.330676175752474,4.668765760371523,-3.009365048185601,-6.92178099988651,3.1720717332646284,-0.5137377212069042
-1.7671022510434433,9.313578708604814,5.9416201256268995,3.534680880667585,-6.8476230420855035,-7.63352746362213,-8.378355613696893,6.645807545746597,4.035687482390799,4.297986887003646,-9.95363166539606,9.582877349104795,5.301726526478739,-6.724831824945128,-5.163086747913562,-6.988804081902719,-4.962066123491185,1.0317813851720434,-0.17539547249468823,-3.4564638853740943
-9.353378814303024,0.44330271505374574,-9.638765430230203,7.0154831477681885,-4.622016997400967,1.6934946003731624,-3.7260646564921456,-1.0215164842553381,1.395477671183424,-7.227268223119834,8.940698538261863,5.796605855165454,8.017436719441546,7.838583008884672,0.44416907497684877,9.06836030405849,-6.465236153410839,-3.2881338837071343,-9.0042860751228,-2.705189243937526
2.3442658564877235,-7.528969142453894,-3.5306723568416927,-2.7526715867887157,-0.6735249764246507,4.08013669791903,-4.118087417218549,0.12044678324020067,2.545878347580049,-9.907083415819672,2.4589069402461075,-7.892362289778915,-8.246900302034739,8.621736660680833,9.341831165426754,6.865920992459319,-5.140264927752867,-8.731049450485118,4.141984811329903,0.9012713493387738
